EntryTime,ExitTime,Side,EntryPrice,ExitPrice,Qty,EntryPriceGross,ExitPriceGross,Fees,GrossPnL,NetPnL,TimeOfDay,Strategy,WF_Period,ParamsJSON
2023-01-29 01:00:00,2023-01-31 02:00:00,LONG,4357.3,4339.91,1.0,4337.0,4361.5,2.4,-869.5000000000164,-871.9000000000163,01:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-01-31 02:00:00,2023-01-31 04:00:00,SHORT,4339.91,4384.15,1.0,4361.5,4362.5,2.4,-2211.999999999989,-2214.399999999989,02:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-01-31 04:00:00,2023-01-31 12:00:00,LONG,4384.15,4344.61,1.0,4362.5,4366.5,2.4,-1976.9999999999982,-1979.3999999999983,04:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-01-31 12:00:00,2023-01-31 15:00:00,SHORT,4344.61,4389.98,1.0,4366.5,4368.0,2.4,-2268.4999999999945,-2270.8999999999946,12:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-01-31 15:00:00,2023-01-31 21:00:00,LONG,4389.98,4348.84,1.0,4368.0,4371.0,2.4,-2056.999999999971,-2059.399999999971,15:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-01-31 21:00:00,2023-02-01 02:00:00,SHORT,4348.84,4395.81,1.0,4371.0,4373.5,2.4,-2348.5000000000127,-2350.900000000013,21:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-01 02:00:00,2023-02-01 07:00:00,LONG,4395.81,4353.54,1.0,4373.5,4376.0,2.4,-2113.500000000022,-2115.900000000022,02:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-01 07:00:00,2023-02-01 12:00:00,SHORT,4353.54,4401.11,1.0,4376.0,4378.5,2.4,-2378.4999999999854,-2380.8999999999855,07:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-01 12:00:00,2023-02-01 17:00:00,LONG,4401.11,4358.24,1.0,4378.5,4381.0,2.4,-2143.4999999999945,-2145.8999999999946,12:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-01 17:00:00,2023-02-01 22:00:00,SHORT,4358.24,4406.41,1.0,4381.0,4383.5,2.4,-2408.5000000000036,-2410.9000000000037,17:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-01 22:00:00,2023-02-02 03:00:00,LONG,4406.41,4362.94,1.0,4383.5,4386.0,2.4,-2173.5000000000127,-2175.900000000013,22:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-02 03:00:00,2023-02-02 08:00:00,SHORT,4362.94,4411.71,1.0,4386.0,4388.5,2.4,-2438.500000000022,-2440.900000000022,03:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-02 08:00:00,2023-02-02 13:00:00,LONG,4411.71,4367.64,1.0,4388.5,4391.0,2.4,-2203.4999999999854,-2205.8999999999855,08:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-02 13:00:00,2023-02-02 18:00:00,SHORT,4367.64,4417.01,1.0,4391.0,4393.5,2.4,-2468.4999999999945,-2470.8999999999946,13:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-02 18:00:00,2023-02-02 23:00:00,LONG,4417.01,4372.34,1.0,4393.5,4396.0,2.4,-2233.5000000000036,-2235.9000000000037,18:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-02 23:00:00,2023-02-03 04:00:00,SHORT,4372.34,4422.31,1.0,4396.0,4398.5,2.4,-2498.5000000000127,-2500.900000000013,23:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-03 04:00:00,2023-02-03 09:00:00,LONG,4422.31,4377.04,1.0,4398.5,4401.0,2.4,-2263.500000000022,-2265.900000000022,04:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-03 09:00:00,2023-02-03 14:00:00,SHORT,4377.04,4427.61,1.0,4401.0,4403.5,2.4,-2528.4999999999854,-2530.8999999999855,09:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-03 14:00:00,2023-02-03 19:00:00,LONG,4427.61,4381.74,1.0,4403.5,4406.0,2.4,-2293.4999999999945,-2295.8999999999946,14:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-03 19:00:00,2023-02-04 00:00:00,SHORT,4381.74,4432.91,1.0,4406.0,4408.5,2.4,-2558.5000000000036,-2560.9000000000037,19:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-04 00:00:00,2023-02-04 05:00:00,LONG,4432.91,4386.44,1.0,4408.5,4411.0,2.4,-2323.5000000000127,-2325.900000000013,00:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-04 05:00:00,2023-02-04 10:00:00,SHORT,4386.44,4438.21,1.0,4411.0,4413.5,2.4,-2588.500000000022,-2590.900000000022,05:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-04 10:00:00,2023-02-04 15:00:00,LONG,4438.21,4391.14,1.0,4413.5,4416.0,2.4,-2353.4999999999854,-2355.8999999999855,10:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-04 15:00:00,2023-02-04 20:00:00,SHORT,4391.14,4443.51,1.0,4416.0,4418.5,2.4,-2618.4999999999945,-2620.8999999999946,15:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
2023-02-04 20:00:00,2023-02-04 23:00:00,LONG,4443.51,4398.4,1.0,4418.5,4423.5,2.4,-2255.500000000029,-2257.900000000029,20:00,MACD Breakout,2,"{""fast"": 18, ""slow"": 40, ""signal"": 12}"
